Datum,Fikkersdries,Sijmons,Hemmen,Zetten,Wageningseberg,Oosterbeek
1/1/1958,-,-,-,-,-,39837.42
2/1/1958,-,-,-,-,-,39837.42
3/1/1958,-,-,-,-,-,39837.42
4/1/1958,-,-,-,-,-,39837.42
5/1/1958,-,-,-,-,-,39837.42
6/1/1958,-,-,-,-,-,39837.42
7/1/1958,-,-,-,-,-,39837.42
8/1/1958,-,-,-,-,-,39837.42
9/1/1958,-,-,-,-,-,39837.42
10/1/1958,-,-,-,-,-,39837.42
11/1/1958,-,-,-,-,-,39837.42
12/1/1958,-,-,-,-,-,39837.42
1/1/1959,-,-,-,-,-,43537.17
2/1/1959,-,-,-,-,-,43537.17
3/1/1959,-,-,-,-,-,43537.17
4/1/1959,-,-,-,-,-,43537.17
5/1/1959,-,-,-,-,-,43537.17
6/1/1959,-,-,-,-,-,43537.17
7/1/1959,-,-,-,-,-,43537.17
8/1/1959,-,-,-,-,-,43537.17
9/1/1959,-,-,-,-,-,43537.17
10/1/1959,-,-,-,-,-,43537.17
11/1/1959,-,-,-,-,-,43537.17
12/1/1959,-,-,-,-,-,43537.17
1/1/1960,-,-,-,-,-,39965.5
2/1/1960,-,-,-,-,-,39965.5
3/1/1960,-,-,-,-,-,39965.5
4/1/1960,-,-,-,-,-,39965.5
5/1/1960,-,-,-,-,-,39965.5
6/1/1960,-,-,-,-,-,39965.5
7/1/1960,-,-,-,-,-,39965.5
8/1/1960,-,-,-,-,-,39965.5
9/1/1960,-,-,-,-,-,39965.5
10/1/1960,-,-,-,-,-,39965.5
11/1/1960,-,-,-,-,-,39965.5
12/1/1960,-,-,-,-,-,39965.5
1/1/1961,-,-,-,-,129455.75,41270.67
2/1/1961,-,-,-,-,129455.75,41270.67
3/1/1961,-,-,-,-,129455.75,41270.67
4/1/1961,-,-,-,-,129455.75,41270.67
5/1/1961,-,-,-,-,129455.75,41270.67
6/1/1961,12000,-,-,-,129455.75,41270.67
7/1/1961,22000,-,-,-,129455.75,41270.67
8/1/1961,8000,-,-,-,129455.75,41270.67
9/1/1961,8000,-,-,-,129455.75,41270.67
10/1/1961,11000,-,-,-,129455.75,41270.67
11/1/1961,13000,-,-,-,129455.75,41270.67
12/1/1961,19000,-,-,-,129455.75,41270.67
1/1/1962,30000,-,-,-,151851.67,41031.5
2/1/1962,17000,-,-,-,151851.67,41031.5
3/1/1962,17000,-,-,-,151851.67,41031.5
4/1/1962,17000,-,-,-,151851.67,41031.5
5/1/1962,16000,-,-,-,151851.67,41031.5
6/1/1962,21000,-,-,-,151851.67,41031.5
7/1/1962,16000,-,-,-,151851.67,41031.5
8/1/1962,22000,-,-,-,151851.67,41031.5
9/1/1962,16000,-,-,-,151851.67,41031.5
10/1/1962,23000,-,-,-,151851.67,41031.5
11/1/1962,29000,-,-,-,151851.67,41031.5
12/1/1962,31000,-,-,-,151851.67,41031.5
1/1/1963,44000,-,-,-,182099.58,47919.08
2/1/1963,47000,-,-,-,182099.58,47919.08
3/1/1963,53000,-,-,-,182099.58,47919.08
4/1/1963,48000,-,-,-,182099.58,47919.08
5/1/1963,59000,-,-,-,182099.58,47919.08
6/1/1963,37000,-,-,-,182099.58,47919.08
7/1/1963,66000,-,-,-,182099.58,47919.08
8/1/1963,79000,-,-,-,182099.58,47919.08
9/1/1963,74000,-,-,-,182099.58,47919.08
10/1/1963,78000,-,-,-,182099.58,47919.08
11/1/1963,93000,-,-,-,182099.58,47919.08
12/1/1963,91000,-,-,-,182099.58,47919.08
1/1/1964,99000,-,-,-,171552.5,51049.83
2/1/1964,96000,-,-,-,171552.5,51049.83
3/1/1964,101000,-,-,-,171552.5,51049.83
4/1/1964,111000,-,-,-,171552.5,51049.83
5/1/1964,123000,-,-,-,171552.5,51049.83
6/1/1964,122000,-,-,-,171552.5,51049.83
7/1/1964,130000,-,-,-,171552.5,51049.83
8/1/1964,136000,-,-,-,171552.5,51049.83
9/1/1964,131000,-,-,-,171552.5,51049.83
10/1/1964,131000,-,-,-,171552.5,51049.83
11/1/1964,121000,-,-,-,171552.5,51049.83
12/1/1964,123000,-,-,-,171552.5,51049.83
1/1/1965,129000,-,-,-,163460,51114.75
2/1/1965,123000,-,-,-,163460,51114.75
3/1/1965,131000,-,-,-,163460,51114.75
4/1/1965,135000,-,-,-,163460,51114.75
5/1/1965,145000,-,-,-,163460,51114.75
6/1/1965,142000,-,-,-,163460,51114.75
7/1/1965,142000,-,-,-,163460,51114.75
8/1/1965,146000,-,-,-,163460,51114.75
9/1/1965,132000,-,-,-,163460,51114.75
10/1/1965,142000,-,-,-,163460,51114.75
11/1/1965,137000,-,-,-,163460,51114.75
12/1/1965,143000,-,-,-,163460,51114.75
1/1/1966,142000,-,-,-,150719.17,55966.25
2/1/1966,126000,-,-,-,150719.17,55966.25
3/1/1966,146000,-,-,-,150719.17,55966.25
4/1/1966,157000,-,-,-,150719.17,55966.25
5/1/1966,178000,-,-,-,150719.17,55966.25
6/1/1966,198000,-,-,-,150719.17,55966.25
7/1/1966,167000,-,-,-,150719.17,55966.25
8/1/1966,188000,-,-,-,150719.17,55966.25
9/1/1966,185000,-,-,-,150719.17,55966.25
10/1/1966,162000,-,-,-,150719.17,55966.25
11/1/1966,145000,-,-,-,150719.17,55966.25
12/1/1966,149000,-,-,-,150719.17,55966.25
1/1/1967,158000,-,-,-,138835.42,62781.25
2/1/1967,149000,-,-,-,138835.42,62781.25
3/1/1967,174000,-,-,-,138835.42,62781.25
4/1/1967,161000,-,-,-,138835.42,62781.25
5/1/1967,162000,-,-,-,138835.42,62781.25
6/1/1967,161000,-,-,-,138835.42,62781.25
7/1/1967,160000,-,-,-,138835.42,62781.25
8/1/1967,150000,-,-,-,138835.42,62781.25
9/1/1967,149000,-,-,-,138835.42,62781.25
10/1/1967,159000,-,-,-,138835.42,62781.25
11/1/1967,139000,-,-,-,138835.42,62781.25
12/1/1967,134000,-,-,-,138835.42,62781.25
1/1/1968,131000,-,-,-,145475.83,62243.33
2/1/1968,120000,-,-,-,145475.83,62243.33
3/1/1968,161000,-,-,-,145475.83,62243.33
4/1/1968,147000,-,-,-,145475.83,62243.33
5/1/1968,138000,-,-,-,145475.83,62243.33
6/1/1968,132000,-,-,-,145475.83,62243.33
7/1/1968,140000,-,-,-,145475.83,62243.33
8/1/1968,141000,-,-,-,145475.83,62243.33
9/1/1968,125000,-,-,-,145475.83,62243.33
10/1/1968,146000,-,-,-,145475.83,62243.33
11/1/1968,113000,-,-,-,145475.83,62243.33
12/1/1968,69000,-,-,-,145475.83,62243.33
1/1/1969,44000,-,-,-,160650,65800
2/1/1969,86000,-,-,-,160650,65800
3/1/1969,146000,-,-,-,160650,65800
4/1/1969,158000,-,-,-,160650,65800
5/1/1969,163000,-,-,-,160650,65800
6/1/1969,160000,-,-,-,160650,65800
7/1/1969,178000,-,-,-,160650,65800
8/1/1969,169000,-,-,-,160650,65800
9/1/1969,173000,-,-,-,160650,65800
10/1/1969,172000,-,-,-,160650,65800
11/1/1969,155000,-,-,-,160650,65800
12/1/1969,153000,-,-,-,160650,65800
1/1/1970,160000,-,-,-,176401.25,60963.33
2/1/1970,158000,-,-,-,176401.25,60963.33
3/1/1970,152000,-,-,-,176401.25,60963.33
4/1/1970,191000,-,-,-,176401.25,60963.33
5/1/1970,147000,-,-,-,176401.25,60963.33
6/1/1970,172000,-,-,-,176401.25,60963.33
7/1/1970,151000,-,-,-,176401.25,60963.33
8/1/1970,184000,-,-,-,176401.25,60963.33
9/1/1970,165000,-,-,-,176401.25,60963.33
10/1/1970,167000,-,-,-,176401.25,60963.33
11/1/1970,141000,-,-,-,176401.25,60963.33
12/1/1970,159000,-,-,-,176401.25,60963.33
1/1/1971,167000,-,-,-,206219.58,87330.83
2/1/1971,146000,-,-,-,206219.58,87330.83
3/1/1971,196000,-,-,-,206219.58,87330.83
4/1/1971,152000,-,-,-,206219.58,87330.83
5/1/1971,159000,-,-,-,206219.58,87330.83
6/1/1971,227000,-,-,-,206219.58,87330.83
7/1/1971,169000,-,-,-,206219.58,87330.83
8/1/1971,162000,-,-,-,206219.58,87330.83
9/1/1971,202000,-,-,-,206219.58,87330.83
10/1/1971,178000,-,-,-,206219.58,87330.83
11/1/1971,157000,-,-,-,206219.58,87330.83
12/1/1971,185000,-,-,-,206219.58,87330.83
1/1/1972,164866.67,-,-,-,219566.67,64180
2/1/1972,164866.67,-,-,-,219566.67,64180
3/1/1972,164866.67,-,-,-,219566.67,64180
4/1/1972,177266.67,-,-,-,224656.67,69716.67
5/1/1972,177266.67,-,-,-,224656.67,69716.67
6/1/1972,177266.67,-,-,-,224656.67,69716.67
7/1/1972,174400,-,-,-,211350,79916.67
8/1/1972,174400,-,-,-,211350,79916.67
9/1/1972,174400,-,-,-,211350,79916.67
10/1/1972,178500,-,-,-,206993.33,75003.33
11/1/1972,178500,-,-,-,206993.33,75003.33
12/1/1972,178500,-,-,-,206993.33,75003.33
1/1/1973,170466.67,-,-,-,193510,74176.67
2/1/1973,170466.67,-,-,-,193510,74176.67
3/1/1973,170466.67,-,-,-,193510,74176.67
4/1/1973,199300,-,-,-,222825,82650
5/1/1973,199300,-,-,-,222825,82650
6/1/1973,199300,-,-,-,222825,82650
7/1/1973,207333.33,-,-,-,225671.67,84580
8/1/1973,207333.33,-,-,-,225671.67,84580
9/1/1973,207333.33,-,-,-,225671.67,84580
10/1/1973,196633.33,-,-,-,201923.33,73843.33
11/1/1973,196633.33,-,-,-,201923.33,73843.33
12/1/1973,196633.33,-,-,-,201923.33,73843.33
1/1/1974,187733.33,-,-,-,194190,77186.67
2/1/1974,187733.33,-,-,-,194190,77186.67
3/1/1974,187733.33,-,-,-,194190,77186.67
4/1/1974,221900,-,-,-,233336.67,92166.67
5/1/1974,221900,-,-,-,233336.67,92166.67
6/1/1974,221900,-,-,-,233336.67,92166.67
7/1/1974,209866.67,-,-,-,211963.33,84223.33
8/1/1974,209866.67,-,-,-,211963.33,84223.33
9/1/1974,209866.67,-,-,-,211963.33,84223.33
10/1/1974,219400,-,-,-,214263.33,80210
11/1/1974,219400,-,-,-,214263.33,80210
12/1/1974,219400,-,-,-,214263.33,80210
1/1/1975,213683.33,-,-,-,217340,74990
2/1/1975,213683.33,-,-,-,217340,74990
3/1/1975,213683.33,-,-,-,217340,74990
4/1/1975,253225.67,-,-,-,246093.33,78568.67
5/1/1975,253225.67,-,-,-,246093.33,78568.67
6/1/1975,253225.67,-,-,-,246093.33,78568.67
7/1/1975,344363.33,-,-,-,257136.67,83066.67
8/1/1975,344363.33,-,-,-,257136.67,83066.67
9/1/1975,344363.33,-,-,-,257136.67,83066.67
10/1/1975,319572,-,-,-,230353,80123.33
11/1/1975,319572,-,-,-,230353,80123.33
12/1/1975,319572,-,-,-,230353,80123.33
1/1/1976,331300,-,-,-,221577.33,82930
2/1/1976,331300,-,-,-,221577.33,82930
3/1/1976,331300,-,-,-,221577.33,82930
4/1/1976,441133.33,-,-,-,293190,101983.33
5/1/1976,441133.33,-,-,-,293190,101983.33
6/1/1976,441133.33,-,-,-,293190,101983.33
7/1/1976,466933.33,-,-,-,311366.67,100503.33
8/1/1976,466933.33,-,-,-,311366.67,100503.33
9/1/1976,466933.33,-,-,-,311366.67,100503.33
10/1/1976,363666.67,-,-,-,241565,76680
11/1/1976,363666.67,-,-,-,241565,76680
12/1/1976,363666.67,-,-,-,241565,76680
1/1/1977,363800,-,-,-,231683.33,67503.33
2/1/1977,363800,-,-,-,231683.33,67503.33
3/1/1977,363800,-,-,-,231683.33,67503.33
4/1/1977,374466.67,-,-,-,254833.33,63986.67
5/1/1977,374466.67,-,-,-,254833.33,63986.67
6/1/1977,374466.67,-,-,-,254833.33,63986.67
7/1/1977,401200,-,-,-,256593.33,63320
8/1/1977,401200,-,-,-,256593.33,63320
9/1/1977,401200,-,-,-,256593.33,63320
10/1/1977,376766.67,-,-,-,234510,65756.67
11/1/1977,376766.67,-,-,-,234510,65756.67
12/1/1977,376766.67,-,-,-,234510,65756.67
1/1/1978,452200,-,-,-,231233.33,70640
2/1/1978,452200,-,-,-,231233.33,70640
3/1/1978,452200,-,-,-,231233.33,70640
4/1/1978,503600,-,-,-,265060,77976.67
5/1/1978,503600,-,-,-,265060,77976.67
6/1/1978,503600,-,-,-,265060,77976.67
7/1/1978,528766.67,-,-,-,264520,66826.67
8/1/1978,528766.67,-,-,-,264520,66826.67
9/1/1978,528766.67,-,-,-,264520,66826.67
10/1/1978,526766.67,-,-,-,253716.67,76073.33
11/1/1978,526766.67,-,-,-,253716.67,76073.33
12/1/1978,526766.67,-,-,-,253716.67,76073.33
1/1/1979,520566.67,-,-,-,239800,74736.67
2/1/1979,520566.67,-,-,-,239800,74736.67
3/1/1979,520566.67,-,-,-,239800,74736.67
4/1/1979,566366.67,-,-,-,262266.67,82116.67
5/1/1979,566366.67,-,-,-,262266.67,82116.67
6/1/1979,566366.67,-,-,-,262266.67,82116.67
7/1/1979,567566.67,-,-,-,262233.33,86286.67
8/1/1979,567566.67,-,-,-,262233.33,86286.67
9/1/1979,567566.67,-,-,-,262233.33,86286.67
10/1/1979,533300,-,-,-,257853.33,72463.33
11/1/1979,533300,-,-,-,257853.33,72463.33
12/1/1979,533300,-,-,-,257853.33,72463.33
1/1/1980,521000,23682.25,-,-,255533.33,66823.33
2/1/1980,521000,23682.25,-,-,255533.33,66823.33
3/1/1980,521000,23682.25,-,-,255533.33,66823.33
4/1/1980,577200,23682.25,-,-,286633.33,80166.67
5/1/1980,577200,23682.25,-,-,286633.33,80166.67
6/1/1980,577200,23682.25,-,-,286633.33,80166.67
7/1/1980,528200,23682.25,-,-,262793.33,70800
8/1/1980,528200,23682.25,-,-,262793.33,70800
9/1/1980,528200,23682.25,-,-,262793.33,70800
10/1/1980,554466.67,23682.25,-,-,255943.33,67700
11/1/1980,554466.67,23682.25,-,-,255943.33,67700
12/1/1980,554466.67,23682.25,-,-,255943.33,67700
1/1/1981,524733.33,173050.67,-,-,246790,67733.33
2/1/1981,524733.33,173050.67,-,-,246790,67733.33
3/1/1981,524733.33,173050.67,-,-,246790,67733.33
4/1/1981,571466.67,173050.67,-,-,270940,74133.33
5/1/1981,571466.67,173050.67,-,-,270940,74133.33
6/1/1981,571466.67,173050.67,-,-,270940,74133.33
7/1/1981,574866.67,173050.67,-,-,274453.33,72733.33
8/1/1981,574866.67,173050.67,-,-,274453.33,72733.33
9/1/1981,574866.67,173050.67,-,-,274453.33,72733.33
10/1/1981,660400,173050.67,-,-,258573.33,65766.67
11/1/1981,660400,173050.67,-,-,258573.33,65766.67
12/1/1981,660400,173050.67,-,-,258573.33,65766.67
1/1/1982,704533.33,161235.58,-,-,252606.67,73333.33
2/1/1982,704533.33,161235.58,-,-,252606.67,73333.33
3/1/1982,704533.33,161235.58,-,-,252606.67,73333.33
4/1/1982,611200,161235.58,-,-,280386.67,82933.33
5/1/1982,611200,161235.58,-,-,280386.67,82933.33
6/1/1982,611200,161235.58,-,-,280386.67,82933.33
7/1/1982,671133.33,161235.58,-,-,296120,85533.33
8/1/1982,671133.33,161235.58,-,-,296120,85533.33
9/1/1982,671133.33,161235.58,-,-,296120,85533.33
10/1/1982,750333.33,161235.58,-,-,261016.67,71066.67
11/1/1982,750333.33,161235.58,-,-,261016.67,71066.67
12/1/1982,750333.33,161235.58,-,-,261016.67,71066.67
1/1/1983,582600,160375.42,-,-,256956.67,65566.67
2/1/1983,582600,160375.42,-,-,256956.67,65566.67
3/1/1983,582600,160375.42,-,-,256956.67,65566.67
4/1/1983,591866.67,160375.42,-,-,278133.33,76379.67
5/1/1983,591866.67,160375.42,-,-,278133.33,76379.67
6/1/1983,591866.67,160375.42,-,-,278133.33,76379.67
7/1/1983,662333.33,160375.42,-,-,329176.67,94120.33
8/1/1983,662333.33,160375.42,-,-,329176.67,94120.33
9/1/1983,662333.33,160375.42,-,-,329176.67,94120.33
10/1/1983,573933.33,160375.42,-,-,271125.67,71100
11/1/1983,573933.33,160375.42,-,-,271125.67,71100
12/1/1983,573933.33,160375.42,-,-,271125.67,71100
1/1/1984,624600,158173.17,-,-,263803,71500
2/1/1984,624600,158173.17,-,-,263803,71500
3/1/1984,624600,158173.17,-,-,263803,71500
4/1/1984,702533.33,158173.17,-,-,264154.67,97233.33
5/1/1984,702533.33,158173.17,-,-,264154.67,97233.33
6/1/1984,702533.33,158173.17,-,-,264154.67,97233.33
7/1/1984,719666.67,158173.17,-,-,271997,101133.33
8/1/1984,719666.67,158173.17,-,-,271997,101133.33
9/1/1984,719666.67,158173.17,-,-,271997,101133.33
10/1/1984,683000,158173.17,-,-,256026.67,88666.67
11/1/1984,683000,158173.17,-,-,256026.67,88666.67
12/1/1984,683000,158173.17,-,-,256026.67,88666.67
1/1/1985,684356.67,157336.75,-,-,250490.33,86756.67
2/1/1985,684356.67,157336.75,-,-,250490.33,86756.67
3/1/1985,684356.67,157336.75,-,-,250490.33,86756.67
4/1/1985,704300,157336.75,-,-,279876.67,88710
5/1/1985,704300,157336.75,-,-,279876.67,88710
6/1/1985,704300,157336.75,-,-,279876.67,88710
7/1/1985,684133.33,157336.75,-,-,259397,102733.33
8/1/1985,684133.33,157336.75,-,-,259397,102733.33
9/1/1985,684133.33,157336.75,-,-,259397,102733.33
10/1/1985,688266.67,157336.75,-,-,276854.33,89633.33
11/1/1985,688266.67,157336.75,-,-,276854.33,89633.33
12/1/1985,688266.67,157336.75,-,-,276854.33,89633.33
1/1/1986,680666.67,160573.33,-,-,259940,90966.67
2/1/1986,680666.67,160573.33,-,-,259940,90966.67
3/1/1986,680666.67,160573.33,-,-,259940,90966.67
4/1/1986,787560,160573.33,-,-,292140,113786.67
5/1/1986,787560,160573.33,-,-,292140,113786.67
6/1/1986,787560,160573.33,-,-,292140,113786.67
7/1/1986,757266.67,160573.33,-,-,297793.33,107912.33
8/1/1986,757266.67,160573.33,-,-,297793.33,107912.33
9/1/1986,757266.67,160573.33,-,-,297793.33,107912.33
10/1/1986,758333.33,160573.33,-,-,280823.33,91053.33
11/1/1986,758333.33,160573.33,-,-,280823.33,91053.33
12/1/1986,758333.33,160573.33,-,-,280823.33,91053.33
1/1/1987,749466.67,186148.42,-,-,265714.33,103097.67
2/1/1987,749466.67,186148.42,-,-,265714.33,103097.67
3/1/1987,749466.67,186148.42,-,-,265714.33,103097.67
4/1/1987,835866.67,186148.42,-,-,277865,114956.33
5/1/1987,835866.67,186148.42,-,-,277865,114956.33
6/1/1987,835866.67,186148.42,-,-,277865,114956.33
7/1/1987,816666.67,186148.42,-,-,206571,182089.67
8/1/1987,816666.67,186148.42,-,-,206571,182089.67
9/1/1987,816666.67,186148.42,-,-,206571,182089.67
10/1/1987,678473.33,186148.42,-,-,202154.33,181358.67
11/1/1987,678473.33,186148.42,-,-,202154.33,181358.67
12/1/1987,678473.33,186148.42,-,-,202154.33,181358.67
1/1/1988,816066.67,235136.67,-,-,202530.67,173113.33
2/1/1988,816066.67,235136.67,-,-,202530.67,173113.33
3/1/1988,816066.67,235136.67,-,-,202530.67,173113.33
4/1/1988,997733.33,235136.67,-,-,240938,181066.67
5/1/1988,997733.33,235136.67,-,-,240938,181066.67
6/1/1988,997733.33,235136.67,-,-,240938,181066.67
7/1/1988,921533.33,235136.67,-,-,215566.67,156976.67
8/1/1988,921533.33,235136.67,-,-,215566.67,156976.67
9/1/1988,921533.33,235136.67,-,-,215566.67,156976.67
10/1/1988,816066.67,235136.67,-,-,207033.33,175726.67
11/1/1988,816066.67,235136.67,-,-,207033.33,175726.67
12/1/1988,816066.67,235136.67,-,-,207033.33,175726.67
1/1/1989,888666.67,227794.33,-,-,207100,166200
2/1/1989,888666.67,227794.33,-,-,207100,166200
3/1/1989,888666.67,227794.33,-,-,207100,166200
4/1/1989,1071233.33,227794.33,-,-,254433.33,205133.33
5/1/1989,1071233.33,227794.33,-,-,254433.33,205133.33
6/1/1989,1071233.33,227794.33,-,-,254433.33,205133.33
7/1/1989,985766.67,227794.33,-,-,243066.67,188700
8/1/1989,985766.67,227794.33,-,-,243066.67,188700
9/1/1989,985766.67,227794.33,-,-,243066.67,188700
10/1/1989,877000,227794.33,-,-,223200,166900
11/1/1989,877000,227794.33,-,-,223200,166900
